lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
6223.38888,2042712.0,3344802.0,3758322.0,3960114.0,3071944.0,3154184.0,3325624.0,5883671.0,4164781.0,5061949.0,3598626.0,4293106.0,3684157.0,3050568.0,854568.0,4941250.0
6223.389637,2045613.0,3343453.0,3757224.0,3958056.0,3068562.0,3150834.0,3322248.0,5878349.0,4170280.0,5062413.0,3597165.0,4291394.0,3680984.0,3047176.0,850360.0,4935175.0
6223.3896906,2042099.0,3344482.0,3758098.0,3959506.0,3071442.0,3153832.0,3324664.0,5882109.0,4164328.0,5062023.0,3597986.0,4292909.0,3683208.0,3049826.0,853192.0,4939202.0
6223.3897318,2045923.0,3350200.0,3763608.0,3966184.0,3079645.0,3162930.0,3335992.0,5893746.0,4173016.0,5068914.0,3604626.0,4300578.0,3692285.0,3060232.0,864083.0,4950610.0
6223.3897846,2056136.0,3361085.0,3773784.0,3975336.0,3085645.0,3166973.0,3337096.0,5892919.0,4182770.0,5079517.0,3615000.0,4308461.0,3697645.0,3063682.0,865896.0,4949714.0
6223.3905351,2044051.0,3348328.0,3762232.0,3965026.0,3076920.0,3160141.0,3332754.0,5890541.0,4169426.0,5067319.0,3603581.0,4299277.0,3690125.0,3056994.0,862104.0,4948119.0
6223.3905763,2053341.0,3359752.0,3772669.0,3974989.0,3086381.0,3167176.0,3336690.0,5892711.0,4180685.0,5078359.0,3614136.0,4308759.0,3698322.0,3063597.0,866131.0,4950290.0
6223.3912112,2042653.0,3346573.0,3760200.0,3963032.0,3075650.0,3158386.0,3329501.0,5887853.0,4167037.0,5064695.0,3601512.0,4297271.0,3688440.0,3055197.0,859021.0,4945986.0
6223.3912528,2050707.0,3357794.0,3771837.0,3974669.0,3086578.0,3167586.0,3337821.0,5894029.0,4178957.0,5076290.0,3613277.0,4308439.0,3698450.0,3064552.0,867112.0,4951373.0
6223.391293,2053789.0,3357778.0,3768066.0,3967784.0,3077165.0,3155896.0,3324221.0,5878439.0,4181000.0,5075671.0,3609757.0,4301559.0,3689613.0,3053165.0,852776.0,4936477.0
6223.3925336,2042685.0,3343608.0,3754936.0,3957597.0,3069213.0,3151661.0,3323229.0,5879847.0,4166909.0,5061117.0,3595192.0,4290141.0,3680685.0,3047880.0,851203.0,4936925.0
6223.3925748,2038125.0,3339874.0,3756621.0,3959613.0,3072296.0,3155421.0,3327394.0,5884962.0,4161394.0,5058018.0,3597058.0,4292882.0,3684834.0,3052045.0,856504.0,4942599.0
6223.393201,2045533.0,3344589.0,3755458.0,3957074.0,3068749.0,3151240.0,3321730.0,5878317.0,4170690.0,5062754.0,3596850.0,4289826.0,3680674.0,3047240.0,850248.0,4935773.0
6223.3932423,2041517.0,3344882.0,3757688.0,3960098.0,3071608.0,3153720.0,3325672.0,5882866.0,4164738.0,5062034.0,3598749.0,4293202.0,3683517.0,3050696.0,853811.0,4940077.0
6223.3932825,2045661.0,3351202.0,3764130.0,3968328.0,3081325.0,3164920.0,3337656.0,5894642.0,4174802.0,5069997.0,3606088.0,4302530.0,3694408.0,3061624.0,866029.0,4951778.0
6223.3933222,2054701.0,3360776.0,3772312.0,3973368.0,3084333.0,3165389.0,3334360.0,5888418.0,4181693.0,5078685.0,3613485.0,4307191.0,3696696.0,3061698.0,862851.0,4945746.0
6223.3933813,2047725.0,3347720.0,3757928.0,3957314.0,3067848.0,3149885.0,3320536.0,5877303.0,4173293.0,5066141.0,3599256.0,4290909.0,3679890.0,3046685.0,849336.0,4934359.0
6223.3934216,2041101.0,3344760.0,3756141.0,3959469.0,3071522.0,3153768.0,3324818.0,5882407.0,4163885.0,5061751.0,3597192.0,4292210.0,3683138.0,3050509.0,853448.0,4939639.0
6223.3934613,2040813.0,3344621.0,3760770.0,3965037.0,3078765.0,3162050.0,3334594.0,5892253.0,4168386.0,5064167.0,3602509.0,4299095.0,3691741.0,3058989.0,863715.0,4949709.0
6223.394793,2053432.0,3359410.0,3772216.0,3974626.0,3085976.0,3167586.0,3336946.0,5892082.0,4180637.0,5077703.0,3613874.0,4307629.0,3697736.0,3064018.0,865923.0,4949586.0
6223.3948384,2053741.0,3355437.0,3765981.0,3964872.0,3073613.0,3152397.0,3321432.0,5877138.0,4180077.0,5073474.0,3606946.0,4298077.0,3685794.0,3049565.0,849768.0,4934301.0
6223.3954875,2048477.0,3353517.0,3770882.0,3974994.0,3087069.0,3168930.0,3338978.0,5894183.0,4175997.0,5072135.0,3611416.0,4308007.0,3698792.0,3065357.0,867592.0,4951293.0
6223.3955293,2055293.0,3357954.0,3769314.0,3968962.0,3077474.0,3156322.0,3324461.0,5878573.0,4181165.0,5075858.0,3610466.0,4301639.0,3689192.0,3053672.0,852915.0,4936263.0
6223.395566,2041347.0,3343410.0,3756306.0,3958450.0,3069757.0,3152045.0,3323133.0,5879469.0,4164829.0,5060669.0,3597362.0,4291042.0,3681112.0,3048706.0,850808.0,4936829.0
6223.3956067,2042749.0,3346546.0,3759618.0,3962018.0,3074674.0,3157453.0,3329234.0,5886215.0,4166664.0,5064055.0,3600578.0,4295511.0,3686776.0,3054962.0,857859.0,4944151.0
6223.3956475,2049155.0,3356472.0,3769848.0,3973986.0,3086349.0,3168738.0,3339597.0,5894866.0,4179256.0,5074893.0,3611725.0,4307405.0,3697970.0,3065346.0,867421.0,4952226.0
6223.3956839,2055549.0,3360120.0,3771602.0,3972920.0,3082237.0,3160717.0,3328589.0,5882103.0,4182909.0,5078141.0,3613554.0,4306423.0,3693757.0,3058114.0,857043.0,4939607.0
6223.3957278,2043267.0,3343501.0,3756621.0,3958418.0,3070109.0,3152002.0,3322696.0,5879111.0,4167869.0,5061693.0,3597394.0,4291069.0,3681282.0,3048157.0,850739.0,4936407.0
